Año de siembra,Fecha de siembra,Superficie (m2),Altitud (msnm),Distancia entre filas (cm),Distancia en la fila (cm),Mecanización (cm),Fertilización,Riego,Clima,Costo de producción (USD),Producción (kg)
2024,2024-02-17,4000.0,576.0,100,50.0,50,Crecimiento inicial (20-30 días),Semanal (primer mes),Tropical,135.13,11759.250130155771
2023,2023-12-10,4000.0,321.0,100,50.0,50,Tuberización (40-50 días),Finalización (75-80 dds),Subtropical,79.65,7256.00581901748
2024,2024-01-15,5000.0,586.0,100,,50,Crecimiento inicial (20-30 días),Presiembra,Tropical,26.23,12050.36700151458
2023,2023-12-24,3000.0,574.0,100,50.0,50,Crecimiento inicial (20-30 días),Presiembra,Tropical,67.88,7938.25043021256
2024,2024-02-17,9000.0,755.0,100,50.0,50,Presiembra,Quincenal (segundo mes),,71.25,25395.97623120366
2024,2024-02-29,9000.0,,100,50.0,50,Tuberización (40-50 días),Presiembra,Tropical,88.48,17010.12096578767
2023,2023-12-02,7000.0,335.0,100,50.0,50,Tuberización (40-50 días),Presiembra,Subtropical,102.57,19225.02043626812
2024,2024-02-12,4000.0,706.0,100,50.0,50,Presiembra,Finalización (75-80 dds),Tropical,68.38,11770.1210166102
2024,2024-01-06,1000.0,280.0,100,50.0,50,Tuberización (40-50 días),Finalización (75-80 dds),Tropical,41.89,1938.1440727487752
2024,2024-01-22,5000.0,346.0,100,50.0,50,Presiembra,Semanal (primer mes),Tropical,107.95,9994.014046210634
2024,2024-03-22,4000.0,252.0,100,50.0,50,Crecimiento inicial (20-30 días),Semanal (primer mes),Tropical,103.42,7838.893208183308
2024,2024-03-01,10000.0,239.0,100,50.0,50,Presiembra,Semanal (primer mes),Tropical,64.4,22280.421580356644
2024,2024-01-29,300.0,,100,50.0,50,Tuberización (40-50 días),Finalización (75-80 dds),Subtropical,118.96,569.4917432787628
2024,2024-03-19,10000.0,798.0,100,50.0,50,Tuberización (40-50 días),Presiembra,Tropical,56.01,
2024,2024-01-12,7000.0,662.0,100,50.0,50,Presiembra,Finalización (75-80 dds),Tropical,145.09,15906.523610068401
2023,2023-12-18,4000.0,479.0,100,50.0,50,Crecimiento inicial (20-30 días),Semanal (primer mes),Tropical,95.0,9394.82707938313
2024,2024-01-19,2000.0,557.0,100,50.0,50,Presiembra,Presiembra,,18.16,3657.4846495847983
2024,2024-02-14,10000.0,641.0,100,50.0,50,Crecimiento inicial (20-30 días),Presiembra,Tropical,32.15,19114.24799419879
2024,2024-03-22,300.0,599.0,100,50.0,50,Crecimiento inicial (20-30 días),Quincenal (segundo mes),Tropical,30.99,578.6547237224472
2024,2024-03-27,9000.0,243.0,100,50.0,50,Presiembra,Finalización (75-80 dds),Tropical,101.42,25493.344406980905
2024,2024-02-14,10000.0,,100,50.0,50,Crecimiento inicial (20-30 días),Semanal (primer mes),Tropical,26.74,27032.118788673266
2024,2024-03-20,6000.0,436.0,100,50.0,50,Presiembra,Semanal (primer mes),Tropical,59.23,12954.5743914988
2024,2024-02-19,20000.0,584.0,100,50.0,50,Presiembra,Quincenal (segundo mes),Tropical,31.65,25199.406884161333
2024,2024-02-08,7000.0,456.0,100,50.0,50,Tuberización (40-50 días),Finalización (75-80 dds),Tropical,89.51,12765.088593003888
2024,2024-01-10,1000.0,818.0,100,50.0,50,Presiembra,Presiembra,Tropical,35.01,
2024,2024-03-02,3000.0,640.0,100,50.0,50,Tuberización (40-50 días),Semanal (primer mes),Tropical,143.11,8913.042861227563
2024,2024-03-17,2000.0,583.0,100,50.0,50,Crecimiento inicial (20-30 días),Finalización (75-80 dds),Tropical,31.72,5839.832583617624
2024,2024-03-11,6000.0,386.0,100,50.0,50,Presiembra,Presiembra,,83.54,11380.450283004964
2023,2023-12-07,4000.0,699.0,100,50.0,50,Crecimiento inicial (20-30 días),Quincenal (segundo mes),Tropical,93.74,7730.281374135301
2024,2024-02-20,3000.0,697.0,100,50.0,50,Crecimiento inicial (20-30 días),Semanal (primer mes),Tropical,119.91,10000.0
2024,2024-01-01,7000.0,633.0,100,50.0,50,Presiembra,Finalización (75-80 dds),Subtropical,148.84,18049.734593097375
2024,2024-02-13,5000.0,211.0,100,50.0,50,Presiembra,Finalización (75-80 dds),Tropical,116.43,10890.647833670291
2024,2024-02-05,5000.0,402.0,100,50.0,50,Tuberización (40-50 días),Semanal (primer mes),Tropical,134.38,12400.307835671187
2024,2024-02-17,7000.0,511.0,100,50.0,50,Presiembra,Quincenal (segundo mes),Tropical,118.45,20881.549042005077
2024,2024-03-18,3000.0,595.0,100,50.0,50,Crecimiento inicial (20-30 días),Semanal (primer mes),Tropical,15.05,6865.350033189032
2024,2024-02-04,10000.0,554.0,100,50.0,50,Presiembra,Finalización (75-80 dds),Subtropical,35.87,9775.431450136097
2024,2024-02-13,3000.0,663.0,100,50.0,50,Crecimiento inicial (20-30 días),Presiembra,Tropical,119.39,7363.2515001535185
2023,2023-12-10,10000.0,557.0,100,50.0,50,Presiembra,Finalización (75-80 dds),Tropical,47.78,23225.63079838187
2024,2024-01-19,5000.0,622.0,100,50.0,50,Presiembra,Presiembra,Tropical,94.86,12883.51481039785
2023,2023-12-16,10000.0,,100,50.0,50,Presiembra,Finalización (75-80 dds),Tropical,100.11,21677.871583876862
2024,2024-02-07,7000.0,953.0,100,50.0,50,Crecimiento inicial (20-30 días),Semanal (primer mes),Tropical,84.63,15850.005504297505
2024,2024-03-06,8000.0,538.0,100,50.0,50,Tuberización (40-50 días),Finalización (75-80 dds),Tropical,118.62,22795.478541046803
2024,2024-01-20,9000.0,579.0,100,50.0,50,Presiembra,Presiembra,Tropical,102.85,20046.63560135188
2024,2024-03-24,8000.0,715.0,100,50.0,50,Crecimiento inicial (20-30 días),Quincenal (segundo mes),Tropical,31.29,16394.34314174701
2024,2024-03-09,4000.0,,100,50.0,50,Crecimiento inicial (20-30 días),Presiembra,Tropical,74.64,
2024,2024-01-28,1000.0,454.0,100,50.0,50,Crecimiento inicial (20-30 días),Finalización (75-80 dds),Tropical,108.48,2619.091793279946
2024,2024-03-09,3000.0,484.0,100,50.0,50,Tuberización (40-50 días),Quincenal (segundo mes),Tropical,88.19,8606.635518391684
2024,2024-02-27,9000.0,464.0,100,50.0,50,Presiembra,Semanal (primer mes),Tropical,106.55,17715.043976867357
2024,2024-02-17,300.0,414.0,100,50.0,50,Tuberización (40-50 días),Quincenal (segundo mes),Tropical,64.41,840.967067332941
2024,2024-03-30,1000.0,334.0,100,50.0,50,Presiembra,Presiembra,Tropical,131.5,1839.857372218222
2024,2024-03-06,3000.0,-50.0,100,50.0,50,Presiembra,Finalización (75-80 dds),Tropical,46.48,6139.162024281328
2024,2024-02-06,1000.0,625.0,100,50.0,50,Tuberización (40-50 días),Presiembra,Tropical,44.07,2294.264638358628
2023,2023-12-10,10000.0,314.0,100,50.0,50,Crecimiento inicial (20-30 días),Semanal (primer mes),Tropical,38.18,22391.054773275206
2023,2023-12-14,4000.0,373.0,100,50.0,50,Tuberización (40-50 días),Semanal (primer mes),Tropical,94.82,
2023,2023-12-10,1000.0,561.0,100,50.0,50,Tuberización (40-50 días),Semanal (primer mes),Tropical,129.43,2723.9757674249195
2024,2024-01-05,2000.0,463.0,100,50.0,50,Presiembra,Presiembra,Tropical,17.87,4133.84049955313
2024,2024-02-06,10000.0,458.0,100,,50,Tuberización (40-50 días),Finalización (75-80 dds),Tropical,71.93,26622.349369994277
2024,2024-02-01,6000.0,419.0,100,50.0,50,Presiembra,Presiembra,Tropical,15.42,16565.57243327893
2023,2023-12-17,2000.0,498.0,100,,50,Presiembra,Quincenal (segundo mes),Tropical,126.37,3699.4367311852257
2024,2024-03-22,20000.0,440.0,100,50.0,50,Crecimiento inicial (20-30 días),Presiembra,Tropical,105.51,23220.203698872494
2023,2023-12-21,9000.0,561.0,100,50.0,50,Crecimiento inicial (20-30 días),Semanal (primer mes),Tropical,147.87,19516.778851626445
2024,2024-03-26,,533.0,100,50.0,50,Presiembra,Quincenal (segundo mes),Tropical,68.82,7183.7312627281035
2024,2024-01-04,10000.0,344.0,100,50.0,50,Tuberización (40-50 días),Presiembra,Tropical,130.43,19655.970458589993
2024,2024-02-11,1000.0,377.0,100,50.0,50,Presiembra,Semanal (primer mes),Tropical,50.21,2484.2382210558503
2024,2024-02-08,1000.0,287.0,100,50.0,50,Tuberización (40-50 días),Quincenal (segundo mes),Tropical,90.27,1849.4356113533527
2024,2024-01-04,10000.0,600.0,100,50.0,50,Presiembra,Quincenal (segundo mes),Tropical,48.2,17807.475690610365
2024,2024-01-23,9000.0,416.0,100,50.0,50,Presiembra,Semanal (primer mes),Tropical,80.54,21346.943507248656
2023,2023-12-07,10000.0,501.0,100,50.0,50,Presiembra,Presiembra,Tropical,109.08,23121.441992248605
2024,2024-03-04,8000.0,451.0,100,50.0,50,Presiembra,Presiembra,Tropical,21.94,18505.94225394663
2024,2024-02-08,3000.0,434.0,100,50.0,50,Tuberización (40-50 días),Quincenal (segundo mes),Tropical,74.51,6090.572659171079
2024,2024-03-31,,516.0,100,50.0,50,Tuberización (40-50 días),Quincenal (segundo mes),Tropical,95.69,7103.525370604014
2024,2024-03-22,2000.0,712.0,100,50.0,50,Tuberización (40-50 días),Presiembra,Tropical,136.73,5480.188392742
2024,2024-02-11,10000.0,577.0,100,50.0,50,Presiembra,Presiembra,Tropical,141.77,18883.50534854505
2024,2024-03-16,1000.0,499.0,100,50.0,50,Crecimiento inicial (20-30 días),Presiembra,Tropical,129.66,2240.1460901488767
2024,2024-01-27,9000.0,350.0,100,50.0,50,Presiembra,Finalización (75-80 dds),Tropical,148.23,19486.065996365767
2023,2023-12-22,2000.0,758.0,100,50.0,50,Presiembra,Finalización (75-80 dds),Tropical,113.81,5520.006732076259
2024,2024-01-30,4000.0,493.0,100,50.0,50,Presiembra,Presiembra,Tropical,37.97,8678.807378693244
2024,2024-02-12,4000.0,651.0,100,50.0,50,Crecimiento inicial (20-30 días),Quincenal (segundo mes),Subtropical,130.65,9822.88083126406
2024,2024-02-22,7000.0,521.0,100,50.0,50,Tuberización (40-50 días),Finalización (75-80 dds),Subtropical,49.34,13297.072290968594
2024,2024-02-09,4000.0,247.0,100,50.0,50,Presiembra,Finalización (75-80 dds),Tropical,19.75,7740.215121024264
2024,2024-02-19,7000.0,403.0,100,50.0,50,Presiembra,Quincenal (segundo mes),Subtropical,142.26,16488.64042568201
2024,2024-03-28,5000.0,68.0,100,50.0,50,Presiembra,Finalización (75-80 dds),Tropical,121.16,12064.475548190954
2023,2023-12-02,6000.0,427.0,100,50.0,50,Presiembra,Semanal (primer mes),Tropical,121.48,16825.80453792301
2024,2024-01-08,2000.0,577.0,100,50.0,50,Tuberización (40-50 días),Semanal (primer mes),Tropical,66.91,
2024,2024-03-10,4000.0,412.0,100,50.0,50,Presiembra,Semanal (primer mes),Tropical,75.29,8395.104105511147
2024,2024-02-17,4000.0,272.0,100,50.0,50,Crecimiento inicial (20-30 días),Presiembra,Tropical,128.12,8984.46959433092
2024,2024-02-15,2000.0,697.0,100,50.0,50,Tuberización (40-50 días),Presiembra,Tropical,65.4,5457.704164410337
2024,2024-02-26,10000.0,566.0,100,50.0,50,Presiembra,Semanal (primer mes),,38.39,22812.595374546654
2024,2024-03-05,300.0,676.0,100,50.0,50,Presiembra,Semanal (primer mes),Tropical,129.35,604.5963373333121
2023,2023-12-11,2000.0,,100,50.0,50,Tuberización (40-50 días),Quincenal (segundo mes),Tropical,79.04,5460.097748231756
2023,2023-12-21,9000.0,816.0,100,50.0,50,Crecimiento inicial (20-30 días),Quincenal (segundo mes),Subtropical,134.57,24169.491075436395
2024,2024-03-26,3000.0,523.0,100,50.0,50,Tuberización (40-50 días),Presiembra,Tropical,110.67,7307.2390486164595
2024,2024-03-06,5000.0,652.0,100,50.0,50,Presiembra,Semanal (primer mes),Tropical,122.37,13276.85835862641
2024,2024-02-16,5000.0,498.0,100,50.0,50,Tuberización (40-50 días),Finalización (75-80 dds),Tropical,41.97,13264.487151304304
2023,2023-12-31,1000.0,643.0,100,50.0,50,Presiembra,Finalización (75-80 dds),Tropical,61.51,2930.934296594529
2024,2024-03-22,6000.0,530.0,100,50.0,50,Crecimiento inicial (20-30 días),Semanal (primer mes),Tropical,74.6,12914.636072079165
2024,2024-03-25,6000.0,552.0,100,50.0,50,Presiembra,Semanal (primer mes),Tropical,99.0,15668.208988959132
2023,2023-12-14,300.0,557.0,100,,50,Crecimiento inicial (20-30 días),Presiembra,Tropical,55.63,604.3476213489537
2023,2023-12-08,7000.0,632.0,100,50.0,50,Presiembra,Finalización (75-80 dds),Tropical,73.08,16643.480994894748
2024,2024-03-07,6000.0,737.0,100,50.0,50,Crecimiento inicial (20-30 días),Finalización (75-80 dds),Tropical,92.77,11112.538177791434
2023,2023-12-03,4000.0,424.0,100,50.0,50,Presiembra,Semanal (primer mes),Tropical,55.43,9514.009500061218
2024,2024-01-06,20000.0,480.0,100,50.0,50,Tuberización (40-50 días),Semanal (primer mes),Seco,116.99,6139.597238434912
2024,2024-01-03,6000.0,862.0,100,50.0,50,Presiembra,Finalización (75-80 dds),,109.77,11635.322226877643
2024,2024-02-02,10000.0,571.0,100,50.0,50,Tuberización (40-50 días),Presiembra,Tropical,32.14,2133.8844963465995
2023,2023-12-05,7000.0,738.0,100,50.0,50,Tuberización (40-50 días),Semanal (primer mes),,140.34,13800.57150177593
2024,2024-01-10,1000.0,402.0,100,50.0,50,Tuberización (40-50 días),Presiembra,Tropical,98.12,
2024,2024-03-22,4000.0,603.0,100,50.0,50,Crecimiento inicial (20-30 días),Finalización (75-80 dds),,45.34,
2024,2024-01-15,9000.0,459.0,100,50.0,50,Presiembra,Finalización (75-80 dds),Tropical,52.78,24868.999241607544
2023,2023-12-10,5000.0,509.0,100,50.0,50,Presiembra,Finalización (75-80 dds),Tropical,141.42,11582.150926820392
2023,2023-12-18,6000.0,517.0,100,50.0,50,Tuberización (40-50 días),Semanal (primer mes),Tropical,17.91,12024.245007116138
2024,2024-01-26,8000.0,486.0,100,50.0,50,Tuberización (40-50 días),Finalización (75-80 dds),Tropical,48.53,22176.16603009928
2023,2023-12-26,9000.0,379.0,100,50.0,50,Crecimiento inicial (20-30 días),Finalización (75-80 dds),Tropical,119.12,
2024,2024-02-24,7000.0,372.0,100,50.0,50,Presiembra,Presiembra,Subtropical,137.67,16695.085682405326
2024,2024-01-14,5000.0,509.0,100,50.0,50,Tuberización (40-50 días),Quincenal (segundo mes),Tropical,116.84,14779.150947139282
2023,2023-12-25,7000.0,521.0,100,50.0,50,Presiembra,Finalización (75-80 dds),Tropical,59.86,16887.744148714755
2024,2024-03-26,300.0,294.0,100,50.0,50,Tuberización (40-50 días),Semanal (primer mes),Tropical,113.66,554.036327582891
2024,2024-03-03,7000.0,779.0,100,50.0,50,Presiembra,Presiembra,Subtropical,77.71,19666.81336993549
2024,2024-01-22,8000.0,132.0,100,50.0,50,Crecimiento inicial (20-30 días),Presiembra,Tropical,104.03,17745.62217897056
2024,2024-02-22,6000.0,601.0,100,50.0,50,Presiembra,Presiembra,Tropical,88.71,10000.0
2024,2024-03-24,,708.0,100,50.0,50,Crecimiento inicial (20-30 días),Quincenal (segundo mes),Tropical,79.26,4493.337419822935
2024,2024-01-28,300.0,549.0,100,50.0,50,Presiembra,Semanal (primer mes),Tropical,94.31,648.9263282392969
2024,2024-02-06,2000.0,307.0,100,50.0,50,Tuberización (40-50 días),Semanal (primer mes),Tropical,75.52,5732.691737050234
2024,2024-02-27,5000.0,504.0,100,50.0,50,Tuberización (40-50 días),Semanal (primer mes),,121.68,11993.426020046538
2024,2024-03-09,10000.0,377.0,100,50.0,50,Presiembra,Quincenal (segundo mes),Tropical,76.39,20357.768024463763
2023,2023-12-07,2000.0,583.0,100,50.0,50,Presiembra,Presiembra,Tropical,90.39,5808.390854644893
2024,2024-01-19,10000.0,520.0,100,50.0,50,Tuberización (40-50 días),Finalización (75-80 dds),Tropical,82.14,18046.28375914673
2024,2024-01-09,6000.0,344.0,100,50.0,50,Crecimiento inicial (20-30 días),Quincenal (segundo mes),Tropical,145.41,11313.529390456553
2024,2024-02-15,8000.0,539.0,100,50.0,50,Crecimiento inicial (20-30 días),Semanal (primer mes),Tropical,107.79,15373.060472461215
2024,2024-02-13,5000.0,,100,50.0,50,Crecimiento inicial (20-30 días),Semanal (primer mes),Tropical,97.44,12181.37444183655
2024,2024-03-07,3000.0,267.0,100,,50,Crecimiento inicial (20-30 días),Quincenal (segundo mes),,85.34,7181.767780781632
2023,2023-12-07,1000.0,622.0,100,50.0,50,Presiembra,Presiembra,Seco,73.73,2616.0455337990934
2023,2023-12-21,2000.0,934.0,100,50.0,50,Tuberización (40-50 días),Quincenal (segundo mes),Tropical,65.12,5184.630898028237
2024,2024-01-16,4000.0,255.0,100,50.0,50,Crecimiento inicial (20-30 días),Quincenal (segundo mes),Tropical,92.84,7616.012385762093
2024,2024-01-19,10000.0,480.0,100,50.0,50,Tuberización (40-50 días),Quincenal (segundo mes),Tropical,105.4,22984.90596841673
2024,2024-02-23,3000.0,645.0,100,50.0,50,Tuberización (40-50 días),Presiembra,Tropical,30.76,6540.337181073717
2024,2024-02-26,9000.0,478.0,100,50.0,50,Tuberización (40-50 días),Presiembra,Subtropical,38.03,26321.471038598196
2024,2024-03-29,3000.0,,100,50.0,50,Tuberización (40-50 días),Presiembra,Tropical,129.12,6488.824550406535
2023,2023-12-04,6000.0,,100,50.0,50,Presiembra,Finalización (75-80 dds),,52.84,13831.80240973909
2023,2023-12-19,5000.0,846.0,100,50.0,50,Presiembra,Presiembra,Tropical,30.99,14921.901504553854
2023,2023-12-05,7000.0,207.0,100,50.0,50,Presiembra,Semanal (primer mes),Tropical,100.11,15972.696671745884
2024,2024-02-22,1000.0,439.0,100,50.0,50,Crecimiento inicial (20-30 días),Quincenal (segundo mes),Tropical,72.06,2897.534815241219
2024,2024-03-14,,352.0,100,50.0,50,Crecimiento inicial (20-30 días),Presiembra,Tropical,58.71,5596.338756730719
2024,2024-02-25,5000.0,418.0,100,50.0,50,Tuberización (40-50 días),Quincenal (segundo mes),Tropical,52.36,9863.796451692473
2023,2023-12-13,5000.0,455.0,100,50.0,50,Tuberización (40-50 días),Semanal (primer mes),Tropical,111.16,11666.897061630449
2024,2024-01-16,9000.0,378.0,100,50.0,50,Crecimiento inicial (20-30 días),Finalización (75-80 dds),Tropical,85.28,15000.0
2023,2023-12-08,1000.0,389.0,100,50.0,50,Tuberización (40-50 días),Quincenal (segundo mes),Tropical,106.39,2593.921026165215
2024,2024-03-12,300.0,433.0,100,50.0,50,Tuberización (40-50 días),Quincenal (segundo mes),Subtropical,104.82,
2023,2023-12-24,1000.0,605.0,100,50.0,50,Tuberización (40-50 días),Presiembra,Tropical,135.63,2563.1627622675787
2024,2024-01-23,10000.0,337.0,100,50.0,50,Presiembra,Semanal (primer mes),Tropical,52.45,19728.069140784482
2024,2024-02-13,9000.0,394.0,100,50.0,50,Crecimiento inicial (20-30 días),Semanal (primer mes),Tropical,93.71,17637.11226958929
2024,2024-01-30,10000.0,434.0,100,50.0,50,Crecimiento inicial (20-30 días),Finalización (75-80 dds),Tropical,41.71,24870.520863188343
2024,2024-02-01,1000.0,494.0,100,50.0,50,Presiembra,Semanal (primer mes),Tropical,142.66,2204.6454255146514
2024,2024-02-19,5000.0,450.0,100,50.0,50,Crecimiento inicial (20-30 días),Quincenal (segundo mes),Tropical,101.5,12470.42701814853
2024,2024-01-04,3000.0,507.0,100,50.0,50,Crecimiento inicial (20-30 días),Quincenal (segundo mes),Tropical,31.26,7562.45411157536
2024,2024-01-26,4000.0,316.0,100,50.0,50,Presiembra,Semanal (primer mes),Tropical,33.82,11957.417037157686
2024,2024-03-01,7000.0,731.0,100,50.0,50,Tuberización (40-50 días),Finalización (75-80 dds),Seco,114.28,14939.145258458559
2024,2024-03-06,1000.0,608.0,100,50.0,50,Tuberización (40-50 días),Presiembra,Tropical,33.37,1943.8915062297865
2024,2024-01-07,10000.0,,100,50.0,50,Presiembra,Semanal (primer mes),Tropical,78.55,25102.420071565102
2024,2024-03-21,6000.0,246.0,100,50.0,50,Presiembra,Finalización (75-80 dds),Tropical,138.46,15779.909114242075
2023,2023-12-01,9000.0,413.0,100,50.0,50,Tuberización (40-50 días),Semanal (primer mes),Tropical,95.69,22536.089024926176
2023,2023-12-22,300.0,596.0,100,50.0,50,Presiembra,Semanal (primer mes),Tropical,35.63,652.7060491064508
2023,2023-12-30,9000.0,352.0,100,50.0,50,Crecimiento inicial (20-30 días),Finalización (75-80 dds),Tropical,88.13,25788.781152442385
2024,2024-01-24,2000.0,342.0,100,50.0,50,Tuberización (40-50 días),Quincenal (segundo mes),Tropical,92.25,4782.290896835311
2024,2024-01-24,8000.0,692.0,100,50.0,50,Crecimiento inicial (20-30 días),Finalización (75-80 dds),Subtropical,42.59,21378.335954539434
2024,2024-02-13,4000.0,418.0,100,50.0,50,Crecimiento inicial (20-30 días),Finalización (75-80 dds),Tropical,42.16,9039.822884186467
2024,2024-03-05,6000.0,507.0,100,50.0,50,Crecimiento inicial (20-30 días),Semanal (primer mes),Tropical,102.08,15539.673951197188
2024,2024-01-05,6000.0,414.0,100,,50,Presiembra,Presiembra,Tropical,143.25,10814.642622235457
2024,2024-03-18,300.0,579.0,100,50.0,50,Presiembra,Presiembra,Seco,130.58,815.8222161386044
2024,2024-02-05,300.0,313.0,100,50.0,50,Crecimiento inicial (20-30 días),Presiembra,Subtropical,88.1,806.2890175406485
2024,2024-01-29,300.0,661.0,100,50.0,50,Tuberización (40-50 días),Presiembra,Tropical,45.39,713.981358348831
2024,2024-02-26,4000.0,757.0,100,50.0,50,Crecimiento inicial (20-30 días),Quincenal (segundo mes),Seco,111.09,7834.1842378432675
2024,2024-01-06,10000.0,388.0,100,50.0,50,Crecimiento inicial (20-30 días),Finalización (75-80 dds),Tropical,124.64,18220.934229551804
2024,2024-03-05,1000.0,518.0,100,50.0,50,Tuberización (40-50 días),Finalización (75-80 dds),Tropical,21.13,2983.6762389950227
2024,2024-01-10,1000.0,416.0,100,50.0,50,Crecimiento inicial (20-30 días),Quincenal (segundo mes),Tropical,122.65,1976.8833774876086
2024,2024-01-22,1000.0,625.0,100,50.0,50,Crecimiento inicial (20-30 días),Presiembra,Subtropical,59.7,2276.9950392342776
2024,2024-03-22,8000.0,308.0,100,50.0,50,Presiembra,Quincenal (segundo mes),Seco,45.94,21971.371627627712
2024,2024-01-11,9000.0,340.0,100,50.0,50,Crecimiento inicial (20-30 días),Semanal (primer mes),Subtropical,115.97,16782.405401101252
2024,2024-03-21,9000.0,373.0,100,,50,Presiembra,Finalización (75-80 dds),,46.05,23072.977997415517
2024,2024-01-17,4000.0,534.0,100,50.0,50,Crecimiento inicial (20-30 días),Quincenal (segundo mes),Tropical,33.53,7675.531744069773
2023,2023-12-16,2000.0,564.0,100,50.0,50,Presiembra,Quincenal (segundo mes),Tropical,71.62,5840.530700783518
2023,2023-12-20,1000.0,544.0,100,50.0,50,Presiembra,Semanal (primer mes),Tropical,126.49,2196.8035569352933
2024,2024-01-24,300.0,707.0,100,50.0,50,Presiembra,Finalización (75-80 dds),Tropical,131.84,695.3595460935073
2024,2024-02-26,9000.0,394.0,100,50.0,50,Tuberización (40-50 días),Semanal (primer mes),Tropical,82.82,24512.848599463046
2024,2024-01-08,10000.0,619.0,100,50.0,50,Presiembra,Semanal (primer mes),Tropical,129.82,23311.93329395883
2024,2024-01-18,5000.0,555.0,100,50.0,50,Tuberización (40-50 días),Finalización (75-80 dds),Subtropical,42.65,12993.30192970857
2024,2024-02-01,300.0,577.0,100,50.0,50,Tuberización (40-50 días),Presiembra,Tropical,26.77,645.2069465759107
2024,2024-02-05,2000.0,394.0,100,50.0,50,Crecimiento inicial (20-30 días),Semanal (primer mes),Tropical,132.45,4843.305564724117
2024,2024-03-03,7000.0,529.0,100,50.0,50,Presiembra,Quincenal (segundo mes),Subtropical,30.77,18315.960594861517
2024,2024-02-02,7000.0,486.0,100,50.0,50,Tuberización (40-50 días),Finalización (75-80 dds),Tropical,68.2,13577.349880911466
2024,2024-01-23,3000.0,98.0,100,50.0,50,Crecimiento inicial (20-30 días),Presiembra,Tropical,121.28,
2024,2024-03-12,7000.0,619.0,100,50.0,50,Tuberización (40-50 días),Quincenal (segundo mes),Tropical,79.32,15030.851642583135
2023,2023-12-10,4000.0,428.0,100,50.0,50,Crecimiento inicial (20-30 días),Presiembra,Tropical,23.6,8320.597102305523
2023,2023-12-28,4000.0,330.0,100,50.0,50,Crecimiento inicial (20-30 días),Quincenal (segundo mes),Tropical,44.07,11673.645728036507
2024,2024-01-28,7000.0,570.0,100,50.0,50,Tuberización (40-50 días),Quincenal (segundo mes),Tropical,104.75,20900.903990265346
2024,2024-01-31,2000.0,649.0,100,50.0,50,Tuberización (40-50 días),Quincenal (segundo mes),Tropical,129.89,4052.8577310958144
2024,2024-03-06,1000.0,581.0,100,50.0,50,Presiembra,Quincenal (segundo mes),Tropical,48.16,2160.512739203771
2024,2024-02-17,2000.0,416.0,100,50.0,50,Crecimiento inicial (20-30 días),Quincenal (segundo mes),Tropical,47.57,5727.659407757007
2024,2024-02-26,6000.0,303.0,100,50.0,50,Presiembra,Semanal (primer mes),Tropical,85.45,15999.224262038922
2024,2024-02-07,4000.0,400.0,100,50.0,50,Crecimiento inicial (20-30 días),Semanal (primer mes),Tropical,102.54,10000.0
2024,2024-03-16,5000.0,541.0,100,,50,Tuberización (40-50 días),Quincenal (segundo mes),Tropical,24.33,11603.55843702145
2024,2024-02-02,9000.0,793.0,100,50.0,50,Crecimiento inicial (20-30 días),Presiembra,Subtropical,82.41,21119.477194691095
2024,2024-03-29,7000.0,562.0,100,50.0,50,Crecimiento inicial (20-30 días),Semanal (primer mes),Tropical,31.15,14577.244779684595
2024,2024-03-27,2000.0,514.0,100,50.0,50,Crecimiento inicial (20-30 días),Quincenal (segundo mes),Tropical,135.45,5238.043631680266
2023,2023-12-31,8000.0,515.0,100,50.0,50,Crecimiento inicial (20-30 días),Finalización (75-80 dds),Tropical,134.59,22548.50659109062
2024,2024-03-17,2000.0,806.0,100,50.0,50,Tuberización (40-50 días),Presiembra,Tropical,99.03,3788.016399675508
2023,2023-12-19,300.0,523.0,100,50.0,50,Tuberización (40-50 días),Quincenal (segundo mes),Tropical,50.2,622.7840884203343
2023,2023-12-20,10000.0,568.0,100,50.0,50,Tuberización (40-50 días),Quincenal (segundo mes),Tropical,109.16,20753.389811350058
2024,2024-01-27,7000.0,496.0,100,50.0,50,Tuberización (40-50 días),Semanal (primer mes),Tropical,139.72,16824.511878427442
2024,2024-03-25,7000.0,709.0,100,50.0,50,Crecimiento inicial (20-30 días),Semanal (primer mes),Tropical,83.18,17647.809355670837
2024,2024-03-10,3000.0,430.0,100,50.0,50,Tuberización (40-50 días),Presiembra,Tropical,140.89,7469.213179230033
2024,2024-01-07,6000.0,477.0,100,50.0,50,Presiembra,Semanal (primer mes),Tropical,38.27,14883.678762570533
2023,2023-12-16,1000.0,612.0,100,50.0,50,Tuberización (40-50 días),Finalización (75-80 dds),Tropical,123.24,2592.0957935561614
2024,2024-01-23,10000.0,569.0,100,50.0,50,Presiembra,Quincenal (segundo mes),Tropical,139.49,27095.775587812575
2024,2024-01-26,6000.0,500.0,100,50.0,50,Tuberización (40-50 días),Quincenal (segundo mes),Subtropical,106.81,14147.489499548494
2023,2023-12-29,3000.0,507.0,100,50.0,50,Crecimiento inicial (20-30 días),Semanal (primer mes),Tropical,85.22,6895.863099278205
2024,2024-01-17,20000.0,460.0,100,50.0,50,Presiembra,Presiembra,Tropical,50.7,5327.372930901947
2024,2024-02-05,9000.0,614.0,100,50.0,50,Presiembra,Quincenal (segundo mes),Tropical,20.12,19645.19557577559
